Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
44,1,3,1,3,1,1,6,3,3,1467,896,0.692,1731,0.5,0.611
60,1,1,1,1,2,1,4,3,2,5015,2053,0.442,1325,0.381,0.409
40,2,2,2,2,5,2,3,4,2,34516,1436,0.688,3564,0.825,0.042
35,1,1,1,2,3,1,6,2,3,6622,2126,1.041,3668,0.818,0.321
44,2,1,1,1,3,3,2,1,3,34516,942,0.75,7665,0.593,0.027
42,2,4,1,1,5,1,3,2,3,3103,1783,0.479,4792,0.643,0.575
41,2,4,1,2,3,1,1,1,3,31560,1298,0.681,7641,0.632,0.041
57,1,3,2,2,2,1,3,1,2,3052,1603,0.776,4210,0.907,0.525
59,2,0,1,1,2,1,3,2,3,4241,0,0.607,1798,0.731,0
52,1,1,3,2,2,1,5,1,3,2259,1721,0.682,1852,0.81,0.762
45,1,3,2,1,1,1,2,2,1,2548,2250,0.581,4747,0.791,0.883
65,1,0,5,1,1,1,5,3,2,3549,1880,0.624,1215,0.571,0.53
48,2,3,1,2,2,1,5,2,3,6880,1390,1.205,1784,0.944,0.202
55,1,1,2,1,1,1,5,2,1,3258,2517,0.985,4960,0.75,0.773
56,1,0,3,2,1,1,5,4,2,3033,0,0.89,4921,0.698,0
32,2,1,2,2,1,1,3,2,3,4500,0,0.626,2439,0.703,0
43,2,2,2,1,4,1,2,3,1,13381,1845,0.883,14532,0.871,0.138
56,2,2,2,1,2,1,5,2,3,3295,2002,0.599,1191,0.545,0.608
49,2,2,1,2,3,1,2,3,3,2384,1919,0.5,3512,0.471,0.805
38,2,2,1,2,2,1,6,3,2,14632,1158,0.501,1399,0.5,0.079
45,1,3,1,1,1,2,3,2,2,14521,0,0.41,4178,0.467,0
50,1,0,5,3,1,1,3,4,1,3468,2221,0.783,14222,0.627,0.64
41,1,3,1,2,2,1,4,3,2,5655,1154,0.702,2189,0.7,0.204
43,1,3,1,2,1,1,5,2,4,4075,1986,1.214,2449,0.038,0.487
60,2,1,3,2,4,1,1,2,1,3618,972,0.578,4228,0.465,0.269
59,1,1,1,1,1,1,3,1,1,2697,1410,0.925,4489,0.706,0.523
46,1,1,3,3,1,1,5,3,3,2483,2049,0.69,4421,0.51,0.825
46,1,3,2,1,1,1,4,2,2,1781,1315,0.704,4775,0.729,0.738
60,1,1,3,1,2,1,4,4,3,1438.3,1025,0.838,702,0.714,0.713
36,1,3,1,2,2,1,4,3,3,2265,1345,0.808,4009,0.49,0.594
55,1,2,4,2,3,2,2,3,3,34516,0,0.399,1353,0.212,0
42,2,3,3,2,3,1,3,3,2,3714,2170,0.524,1454,0.522,0.584
45,2,4,2,3,1,1,4,2,3,3489,2517,0.721,2684,0.56,0.721
35,2,0,2,2,4,1,3,1,2,17236,0,0.958,3013,0.696,0
38,2,2,3,1,3,1,6,1,2,2172,1475,1.158,2447,1.3,0.679
51,2,1,1,2,4,1,3,3,2,8796,2517,0.492,1195,0.8,0.286
59,1,1,6,1,1,1,3,3,1,2687,2452,0.817,4697,0.761,0.913
40,2,4,5,2,2,1,6,3,2,4640,1555,0.78,3870,0.707,0.335
58,1,2,2,2,2,1,3,3,3,7372,1210,0.946,1707,0.514,0.164
53,2,2,3,1,2,1,3,1,3,5579,1423,0.503,1514,1.136,0.255
51,2,3,1,1,4,1,6,1,3,2157,1494,0.765,4784,0.605,0.693
39,2,3,3,2,4,1,4,2,1,2973,1136,0.729,4342,0.776,0.382
53,1,2,3,1,2,1,4,2,2,15815,1217,1.266,2135,0.846,0.077
42,1,2,1,1,1,1,6,3,2,3413,0,0.593,2285,0.429,0
56,1,2,1,2,1,1,4,6,1,5816,716,0.923,3534,1.147,0.123
45,1,2,2,2,2,1,4,2,4,27804,0,1.301,2761,0.966,0
50,2,2,3,2,5,1,5,3,4,21794,1368,0.691,15111,0.706,0.063
41,1,2,1,2,1,1,3,2,2,3028,2270,0.804,4727,0.66,0.75
50,2,2,2,2,5,1,2,3,1,25645,1083,0.757,4302,0.5,0.042
35,1,0,2,2,1,1,4,3,4,5931,0,0.668,2730,0.614,0
45,1,1,3,1,1,1,1,2,1,5087,2517,0.765,4682,0.711,0.495
41,2,4,2,2,5,1,5,1,4,34516,0,0.791,4004,0.755,0
46,1,4,1,1,1,1,6,3,1,3072,1611,0.682,3992,0.727,0.524
44,1,1,4,1,1,1,5,1,3,1522,0,0.783,4835,0.489,0
49,2,3,3,2,4,1,3,4,4,18075,0,0.531,1477,0.5,0
41,2,2,6,1,2,1,5,3,3,6059,1171,0.678,4119,0.667,0.193
43,2,2,1,2,3,1,2,2,1,34427,1613,0.704,13545,0.672,0.047
55,2,2,1,2,5,1,2,3,1,16258,865,0.623,3761,0.657,0.053
54,2,2,3,1,4,1,5,1,4,6401,1471,0.655,4465,0.703,0.23
52,2,1,2,2,2,1,3,3,4,4826,0,0.954,8585,1,0
41,2,1,6,1,3,1,4,3,3,10130,1449,0.819,4002,0.571,0.143
38,1,2,5,1,2,1,2,1,1,4468,2395,0.706,4690,0.756,0.536
38,2,1,4,1,4,1,4,1,2,2836,862,0.772,4121,0.694,0.304
37,2,3,1,1,2,1,6,4,1,3908,1629,0.775,1903,0.5,0.417
46,2,2,3,3,3,1,6,3,3,34516,1597,0.858,1628,1.217,0.046
57,2,2,1,1,3,1,3,2,3,12208,1980,0.616,1409,0.619,0.162
37,2,3,6,2,3,1,5,2,4,12830,0,0.774,2526,0.588,0
49,2,3,1,1,3,1,6,1,3,21378,1284,1.101,3526,0.684,0.06
42,2,3,1,3,2,1,4,2,4,3178,1800,0.89,4605,0.623,0.566
49,1,3,2,1,1,1,3,1,2,2454,2060,0.804,3777,0.596,0.839
52,1,1,4,2,1,1,5,3,6,1764,0,0.824,2740,0.343,0
38,2,3,5,1,3,1,3,2,3,5242,470,0.805,4306,0.604,0.09
54,1,2,2,3,2,1,5,3,2,5476,2517,0.967,1532,0.692,0.46
36,1,3,3,2,1,1,5,2,4,5750,1521,0.837,2155,0.605,0.265
62,2,1,2,2,4,1,2,3,3,7547,2477,1.021,5294,0.698,0.328
41,1,2,1,1,1,1,3,3,3,2580,2137,1.056,2981,0.481,0.828
57,2,2,3,1,3,1,2,3,0,18871,1740,1.727,1516,2,0.092
44,2,2,1,1,3,1,3,3,2,12230,1196,0.62,3659,0.52,0.098
41,1,1,3,1,2,1,3,4,1,2235,1688,0.631,4633,0.795,0.755
44,1,4,6,1,3,1,5,3,6,1438.3,0,0.676,2316,0.5,0
48,1,1,3,1,2,1,3,2,2,1438.3,1197,0.917,4916,0.696,0.832
56,2,2,2,2,2,1,2,6,4,2381,651,0.592,1920,0.586,0.273
45,2,1,3,2,5,1,4,2,2,3133,1510,0.609,1435,0.462,0.482
52,2,2,3,2,3,1,3,1,4,22103,1515,0.506,1541,0.318,0.069
43,2,4,6,1,4,1,4,3,4,2067,1250,0.891,4565,0.806,0.605
46,2,4,2,1,2,1,6,1,2,8738,1172,0.65,3121,0.395,0.134
46,2,5,2,1,2,2,5,1,3,18797,2158,0.446,1364,0.538,0.115
37,2,2,2,2,2,1,4,4,3,2394,0,1.059,2805,0.667,0
43,1,3,3,1,1,2,4,3,2,10466,2080,0.648,4116,0.684,0.199
50,2,3,3,2,3,1,1,2,1,19000,2389,0.81,7664,0.721,0.126
43,2,4,2,2,4,1,4,1,0,22322,953,0.769,1348,1.125,0.043
40,2,3,1,2,2,1,6,2,2,4323,0,0.817,2451,0.727,0
39,1,2,1,2,1,1,1,3,3,1438.3,811,0.571,2336,0.278,0.564
56,2,3,1,1,3,1,3,3,3,8022,1372,0.896,1794,1.385,0.171
33,2,3,1,1,4,1,5,1,3,23399,0,1.051,9356,0.85,0
44,1,3,2,2,2,1,4,1,1,3410,1110,0.63,5102,0.615,0.326
53,1,1,1,2,2,1,3,3,2,4930,2227,0.801,4224,0.791,0.452
37,1,1,1,2,1,2,4,3,3,12535,2049,0.683,3283,0.609,0.163
51,2,3,2,2,4,1,5,3,3,7119,1513,0.925,4969,0.909,0.213
49,2,1,1,2,4,1,6,3,3,6481,1569,0.692,15937,0.803,0.242
42,2,4,4,1,4,1,3,3,3,2516,1360,1.193,4692,0.681,0.541
46,1,1,1,1,1,1,6,2,2,5157,1485,0.699,4417,0.711,0.288
43,2,4,2,1,4,1,6,3,2,24396,1171,0.655,965,1.125,0.048
39,2,2,5,2,2,1,6,3,3,3297,1761,0.879,15580,0.739,0.534
47,1,3,4,2,1,1,3,2,2,5884,1382,0.91,4477,0.745,0.235
44,1,4,1,1,2,1,3,3,3,4068,0,1.121,5161,0.766,0
51,2,2,2,1,4,1,6,6,3,8787,1087,0.974,4537,1.273,0.124
32,2,1,2,1,4,1,4,2,2,4116,1223,0.73,1657,0.52,0.297
33,2,1,1,2,3,1,5,3,2,13206,925,0.766,2342,1.318,0.07
48,2,3,1,1,5,3,1,4,2,34516,1823,1.062,15552,0.831,0.053
46,1,3,2,1,1,1,5,3,2,4710,0,0.717,2690,0.955,0
43,1,3,1,1,1,1,2,2,2,1530,0,0.642,5138,0.68,0
47,1,5,1,2,1,1,4,2,4,2224,1106,0.501,1698,0.367,0.497
37,2,2,4,1,3,1,5,3,2,4631,1991,1.669,2864,0.947,0.43
34,1,2,1,1,1,1,6,2,2,3663,1853,0.963,1826,1.059,0.506
35,2,1,5,1,3,1,6,3,4,13046,1177,1.214,2601,0.733,0.09
57,1,4,6,1,2,1,4,3,3,7345,1814,0.472,1390,0.25,0.247
58,2,0,3,1,3,1,6,3,3,3785,1935,1.558,1824,1.45,0.511
46,2,2,2,2,5,1,3,1,3,13001,1482,0.552,3671,0.528,0.114
60,1,1,3,3,2,1,4,2,3,2802,2517,0.664,4392,0.723,0.898
39,2,3,1,1,5,1,3,3,2,32964,2231,1.731,3094,1.647,0.068
42,2,3,3,2,4,1,4,2,3,8302,1294,0.558,3221,0.61,0.156
40,1,2,6,2,2,1,6,1,3,2797,850,0.953,3652,1.37,0.304
51,1,4,1,1,1,1,5,3,2,1571,0,0.89,4580,1.056,0
49,1,4,3,2,1,1,5,2,2,5195,0,1.135,3313,0.769,0
43,2,5,2,1,3,1,3,3,2,1504,0,0.987,2530,0.344,0
36,1,5,2,1,1,1,3,1,3,1438.3,0,1.028,1975,0.6,0
35,1,3,4,2,1,1,4,2,3,1438.3,0,0.748,2549,0.75,0
55,2,2,3,2,3,1,3,2,3,8082,1138,0.723,4277,0.788,0.141
34,1,1,3,1,1,1,2,3,3,2401,496,0.647,2597,0.379,0.207
48,2,4,3,2,2,1,6,3,2,8327,1551,0.463,4428,0.822,0.186
42,1,0,3,1,1,1,1,1,1,8798,1509,0.845,8020,0.721,0.172
52,1,3,3,1,1,1,6,3,2,2516,1486,0.503,3987,0.54,0.591
31,2,2,1,2,1,1,4,3,3,6933,1870,0.656,15585,0.917,0.27
48,2,1,1,1,3,1,6,1,3,2916,0,0.792,4336,0.714,0
45,1,2,3,2,1,1,3,2,2,8924,0,0.547,1720,0.4,0
42,1,3,6,1,2,1,4,4,3,4142,688,0.717,4512,0.976,0.166
53,2,3,2,1,5,1,5,6,4,14057,1655,0.676,2073,0.333,0.118
53,2,1,1,1,4,1,6,2,2,3380,1701,0.747,1502,1.273,0.503
61,2,1,1,1,4,1,6,2,2,16929,1838,0.551,4799,0.519,0.109
35,2,3,3,1,4,1,5,2,2,6985,1130,0.963,1694,0.76,0.162
61,2,0,6,2,4,1,4,1,3,4783,2517,1.024,2870,1.174,0.526
47,1,5,5,2,1,1,2,3,3,9430,0,0.68,4115,0.923,0
40,1,3,2,2,2,1,3,3,2,6384,2034,0.493,4413,0.886,0.319
38,1,1,3,1,2,1,5,3,1,2346,1407,0.77,4116,0.975,0.6
45,2,3,1,1,3,1,6,3,2,21630,0,0.804,4584,0.75,0
60,1,1,3,2,1,1,1,3,2,4905,2413,0.853,15478,0.73,0.492
48,2,4,1,1,4,3,5,1,3,34516,1285,0.654,15279,0.649,0.037
52,1,2,1,2,3,1,2,3,3,3608,2517,1.057,4907,0.559,0.698
59,2,0,2,1,1,1,6,3,4,1479,787,0.865,2139,0.556,0.532
41,1,2,1,1,2,1,5,2,4,2990,1828,0.488,2265,0.414,0.611
41,2,3,2,1,3,1,6,2,1,8376,1165,0.888,4142,0.634,0.139
56,2,1,2,2,3,1,4,1,3,5070,0,1.01,3651,0.652,0
55,1,1,1,2,1,1,6,3,2,2517,1257,0.834,4528,0.786,0.499
49,1,3,1,2,1,1,6,3,4,1675,0,0.76,2622,0.71,0
44,2,4,3,2,4,1,6,1,3,2761,0,0.619,3706,0.585,0
43,2,4,3,1,5,2,1,2,1,34516,1816,0.995,15226,0.712,0.053
45,2,3,1,1,2,1,1,4,3,7979,0,0.465,5056,0.853,0
48,2,5,4,1,1,1,2,3,1,6797,2239,0.922,16171,0.778,0.329
38,2,3,4,1,4,1,5,2,2,6114,1461,0.772,2608,0.385,0.239
42,1,3,2,1,1,1,5,2,4,6848,0,0.962,4006,0.822,0
39,1,1,1,2,1,1,5,6,2,2669,2397,0.807,3847,0.585,0.898
44,1,3,1,2,1,1,5,1,3,4066,1028,0.972,3888,0.604,0.253
46,2,2,1,1,1,1,3,3,3,4752,1400,0.646,3404,1.16,0.295
56,1,2,3,1,2,1,3,3,2,3681,0,0.693,13222,0.931,0
36,2,4,4,2,5,1,5,3,3,28200,765,0.68,2507,0.641,0.027
47,1,3,2,2,2,1,4,1,3,1963,1524,0.879,3492,1.034,0.776
51,1,3,2,1,2,1,5,1,5,15340,2331,0.565,2965,0.594,0.152
59,1,0,3,2,1,1,5,2,2,1845,1076,1.016,4319,0.551,0.583
44,1,1,2,2,1,1,2,3,3,1895,0,0.736,2472,0.429,0
57,2,2,3,2,3,1,6,3,1,12045,1749,0.736,4884,0.87,0.145
49,2,3,1,1,3,1,4,2,3,4576,193,0.85,3100,0.742,0.042
46,2,4,1,1,4,1,6,2,2,21548,1180,0.52,1582,0.652,0.055
40,1,3,2,2,2,1,5,3,2,5124,2235,0.542,1158,0.355,0.436
40,1,3,4,2,1,1,4,2,4,3372,2517,0.729,4209,0.756,0.746
52,1,0,1,2,2,1,4,3,2,2723,1544,0.794,4108,1.258,0.567
50,1,4,3,1,1,1,2,4,3,2407,1102,0.736,4543,0.775,0.458
38,1,0,3,1,1,1,4,2,3,1841,1246,0.759,1819,0.522,0.677
36,2,3,2,2,3,1,6,1,1,5228,1443,0.934,2683,0.938,0.276
49,1,3,3,1,1,1,6,3,3,2960,1835,0.532,3941,0.455,0.62
60,2,0,3,2,1,1,5,3,2,2402,1728,0.652,1650,0.606,0.719
49,1,4,1,2,2,1,3,3,2,2631,1699,0.668,4691,0.704,0.646
48,2,4,1,2,2,1,5,2,3,7514,0,0.514,4789,0.408,0
50,2,1,1,1,4,1,6,3,4,4702,0,0.578,1673,0.257,0
44,1,1,2,1,2,1,2,2,3,4553,1538,0.514,4999,0.557,0.338
45,2,3,3,3,3,1,2,2,3,6614,1881,0.737,3016,0.645,0.284
40,1,4,3,1,2,1,1,3,4,3356,2517,0.583,2032,0.147,0.75
37,1,1,1,1,2,1,5,3,4,6469,2351,1.018,1717,0.667,0.363
50,2,1,1,2,3,2,6,3,3,34516,432,0.807,9045,1,0.013
39,1,1,1,1,1,1,1,2,3,1462,0,0.393,1998,0.161,0
50,2,3,2,1,5,1,5,1,4,34516,0,0.986,1930,0.44,0
44,2,3,3,1,2,1,1,1,1,12967,2517,0.787,4520,0.762,0.194
65,1,0,2,1,1,1,3,3,2,1438.3,747,0.491,948,0.714,0.519
51,2,1,1,1,2,2,6,2,2,17905,980,0.731,4399,0.778,0.055
57,1,3,3,2,2,1,1,1,2,7176,1493,0.665,5063,0.93,0.208
48,1,1,3,1,2,1,5,2,2,1438.3,0,0.574,2171,0.462,0
43,2,3,4,2,3,1,2,2,2,5390,1324,0.611,7739,0.472,0.246
46,1,2,2,2,1,1,6,3,3,2170,1498,0.64,4569,0.881,0.69
47,1,3,1,1,2,1,6,3,6,5496,0,0.548,1913,0.308,0
26,1,0,4,1,2,1,2,3,3,2010,1070,0.906,3625,0.635,0.532
35,1,0,1,1,1,1,4,3,4,2089,0,0.871,2707,0.5,0
42,2,4,1,1,4,2,1,2,1,6224,0,0.63,7612,0.783,0
55,1,2,1,3,1,1,5,1,4,3949,2024,0.667,3495,0.882,0.513
36,2,2,1,2,2,1,2,2,1,6763,1660,0.573,4972,0.9,0.245
44,2,3,1,1,1,1,5,2,4,2978,2134,0.579,1413,0.394,0.717
43,2,3,1,3,4,1,3,3,4,5479,1183,0.596,14728,0.909,0.216
48,1,2,1,1,1,2,5,2,2,13994,0,0.57,3299,0.853,0
50,2,2,1,1,3,1,3,1,3,3126,0,0.824,1388,0.464,0
56,2,2,2,2,2,1,2,2,1,14344,2014,0.726,7359,0.574,0.14
58,1,2,1,1,1,1,5,3,1,7712,962,0.418,1574,0.062,0.125
42,2,4,4,2,4,1,2,3,1,3311,841,0.7,4559,0.905,0.254
52,2,4,1,1,2,1,5,2,1,5776,874,0.894,4029,0.636,0.151
33,1,3,3,2,1,1,5,3,3,1630,1008,0.695,4143,0.595,0.618
65,1,2,4,2,2,1,4,3,2,3009,721,0.68,4070,0.614,0.24
55,1,0,3,1,1,1,4,3,1,2041,1885,0.587,2118,0.778,0.924
31,1,1,3,2,2,1,2,3,3,21067,0,0.995,9212,0.821,0
62,1,0,1,1,1,1,2,3,3,1438.3,0,1.047,692,0.6,0
41,2,3,2,1,4,1,4,1,3,5071,1043,0.667,3358,0.722,0.206
33,1,1,5,1,3,1,5,3,3,4134,1130,1.222,2475,0.926,0.273
38,1,2,6,2,1,1,6,3,2,1555,986,0.865,4686,0.667,0.634
51,1,1,1,2,2,1,3,3,1,2146,967,0.569,4253,0.721,0.451
35,1,2,6,2,1,1,5,1,1,1438.3,0,1.126,4006,0.946,0
60,2,0,6,2,2,2,4,2,1,16541,1428,0.846,4352,0.907,0.086
34,1,3,1,1,2,1,6,1,1,6169,2517,1.117,4794,0.69,0.408
49,2,1,1,2,5,1,6,2,4,26723,0,0.716,2138,0.593,0
46,1,4,5,2,1,1,3,2,2,1836,0,0.323,1799,0.167,0
48,1,2,2,1,3,1,2,2,1,7660,764,0.877,14844,0.695,0.1
48,1,4,1,2,3,1,3,3,3,2300,1906,0.803,4538,0.868,0.829
63,2,0,6,2,1,1,5,2,0,7098,2224,0.864,3465,0.788,0.313
26,2,1,2,2,4,1,6,3,3,4327,0,0.624,2344,0.297,0
44,2,4,2,2,4,1,5,3,2,11042,2211,0.897,1140,0.786,0.2
45,2,5,3,1,3,2,2,2,3,34516,1964,0.624,2234,0.361,0.057
45,2,3,1,1,2,1,5,3,2,3538,0,0.653,4123,0.762,0
45,2,1,1,2,4,1,2,3,2,9904,2513,0,1152,0,0.254
43,2,3,2,2,2,1,6,3,3,4112,768,0.413,1334,0.429,0.187
32,2,0,4,2,4,1,2,3,2,21551,0,0.536,14950,0.843,0
42,1,3,2,2,1,1,5,2,1,2563,1579,0.924,4838,0.707,0.616
44,2,4,2,2,4,1,4,3,2,14370,945,0.557,4510,0.646,0.066
60,1,0,2,1,1,1,6,0,1,3466,973,0.652,4073,0.605,0.281
52,2,2,2,1,4,1,6,3,4,14785,1088,0.961,4354,0.489,0.074
47,2,4,1,2,5,1,3,4,3,7015,0,0.456,1799,0.645,0
46,1,2,1,1,2,1,6,1,3,2305,1627,0.747,1230,0.565,0.706
54,1,1,4,2,1,1,5,2,2,3478,941,0.711,4607,0.93,0.271
39,1,1,1,1,1,1,3,3,1,2490,1281,0.551,1902,0.619,0.514
42,1,2,6,1,1,1,6,6,0,1592,0,0.745,4172,0.75,0
42,2,4,1,2,4,1,3,3,1,14958,1644,0.686,4038,0.511,0.11
65,1,0,1,2,1,1,6,3,2,7478,0,0.847,2213,0.771,0
41,1,2,4,1,1,1,4,2,3,9759,2038,0.622,4226,0.638,0.209
36,2,4,1,2,4,1,3,2,1,20337,1605,0.805,2460,1.312,0.079
40,1,3,4,3,2,1,5,2,4,6772,0,0.483,3658,0.65,0
51,2,2,1,1,3,1,4,2,2,6205,2264,0.773,4605,0.725,0.365
54,2,1,3,1,3,1,3,1,4,25882,1699,0.428,1736,0.371,0.066
45,1,4,3,3,3,1,4,3,3,15875,1719,0.86,1592,1.467,0.108
47,2,4,1,2,3,1,1,1,3,7299,0,0.806,4678,0.729,0
42,1,5,3,2,1,1,6,3,1,1438.3,0,0.813,4653,0.95,0
55,1,4,3,2,1,1,3,2,2,4978,923,0.883,5025,0.879,0.185
47,2,3,2,1,3,1,3,3,3,12945,1582,0.496,3369,0.788,0.122
48,1,3,2,2,2,1,5,3,2,3871,2055,0.824,5480,0.933,0.531
35,1,3,1,2,2,1,5,6,2,3250,1560,0.634,4673,0.698,0.48
50,2,1,3,2,4,1,1,3,2,14217,1816,0.978,15554,0.678,0.128
56,2,4,4,2,3,1,6,1,4,17753,1899,0.851,3986,0.73,0.107
56,1,1,3,1,2,1,4,3,3,2929,1287,0.497,3875,0.595,0.439
36,2,3,1,1,4,2,4,3,2,28174,1173,0.779,16258,0.714,0.042
37,1,3,4,2,1,1,3,2,2,8318,1945,1.487,3676,1.139,0.234
43,1,3,1,1,2,1,6,2,3,4343,0,0.563,1352,0.944,0
57,2,4,1,1,3,1,4,2,4,3038,1410,0.644,1762,0.7,0.464
46,2,5,2,1,5,1,1,1,3,32926,1540,0.862,8231,0.556,0.047
47,1,2,2,2,1,1,4,2,3,2262,0,0.806,4113,0.627,0
39,1,1,3,1,2,1,3,3,3,2821,725,0.704,2397,0.296,0.257
45,2,3,5,3,4,1,6,3,3,2751,2432,0.905,4453,0.923,0.884
55,2,2,4,3,5,1,6,2,1,26729,1052,1.034,4140,0.816,0.039
48,1,3,2,1,1,1,5,2,1,1438.3,0,0.646,4490,0.625,0
43,2,5,1,1,4,1,2,3,5,1438.3,0,0.713,2389,0.361,0
45,1,3,1,3,1,1,4,3,3,8121,1595,0.743,1914,0.5,0.196
53,1,5,6,2,1,1,3,2,3,1438.3,0,0.367,1935,0.469,0
46,1,3,4,1,1,1,2,3,4,1804,0,0.537,2077,0.419,0
55,1,3,4,2,1,3,2,3,3,15987,1973,0.705,7345,0.463,0.123
59,2,2,1,2,4,1,2,4,2,6224,0,0.801,8291,1.029,0
57,1,3,2,1,1,1,6,4,2,2781,992,0.701,4577,0.929,0.357
34,1,3,3,1,1,1,1,2,1,5795,924,0.86,5674,0.857,0.159
45,2,3,2,1,2,2,3,2,1,16928,1519,0.894,3355,0.886,0.09
29,1,1,3,2,1,1,1,2,1,3640,1419,0.749,13306,0.678,0.39
49,2,3,2,2,5,1,5,2,2,21620,2008,0.691,1300,0.5,0.093
49,1,3,3,1,1,1,6,5,1,2652,1581,0.738,4747,0.778,0.596
51,1,1,1,1,2,1,2,2,2,2107,1663,0.712,4841,0.725,0.789
47,2,2,2,1,4,1,2,3,1,18660,728,0.403,1682,0.303,0.039
43,1,4,1,3,1,1,3,2,2,1438.3,743,0.624,4484,0.625,0.517
41,1,4,2,3,2,1,3,2,3,4650,204,0.685,2014,0.8,0.044
47,1,3,3,1,2,1,5,3,3,7553,660,0.549,4079,0.457,0.087
32,2,2,2,2,2,1,6,3,4,2235,1638,0.912,2905,0.806,0.733
49,2,5,6,2,2,1,3,1,1,4951,2002,0.684,4192,0.55,0.404
53,2,4,2,1,3,1,3,1,2,16692,2446,0.853,1288,0.45,0.147
41,2,3,4,3,3,1,5,2,3,30733,1153,0.987,3455,0.702,0.038
40,1,3,2,2,2,1,3,3,3,2473,2332,0.293,1738,0.455,0.943
38,1,2,4,1,2,1,2,1,0,3809,1172,0.9,4314,0.976,0.308
40,2,4,1,3,2,1,1,2,3,5821,894,0.461,2011,0.273,0.154
52,1,4,1,1,1,1,1,1,3,3705,2168,0.662,4452,0.894,0.585
53,1,2,3,2,2,1,2,1,3,14839,2226,0.828,14625,0.769,0.15
47,2,3,3,3,4,1,2,3,3,1943,0,0.494,5108,0.884,0
46,2,2,4,2,3,1,4,2,0,21526,2332,0.755,1313,0.609,0.108
48,2,3,1,2,3,1,3,3,2,3034,468,0.553,4172,0.784,0.154
47,1,3,1,2,3,1,5,1,2,8332,0,0.92,5108,1,0
51,1,3,4,3,2,1,6,2,2,2768,1329,0.699,4275,0.814,0.48
48,1,2,1,2,1,1,2,1,2,8881,1901,0.808,15530,0.692,0.214
55,1,2,1,1,1,1,4,2,4,1438.3,739,0.727,4078,0.54,0.514
39,1,2,1,1,2,1,4,2,3,1438.3,997,1.867,2583,0.958,0.693
53,1,3,3,1,2,1,6,1,2,2293,1460,0.658,4436,0.542,0.637
36,2,3,2,1,5,1,6,3,2,24577,0,0.75,1897,0.393,0
46,2,2,3,1,3,1,4,5,2,11434,0,0.84,4520,0.844,0
43,2,2,1,2,3,1,2,2,2,5858,961,0.657,7916,0.708,0.164
57,2,2,3,2,3,1,5,2,4,34516,2099,0.629,1233,0.857,0.061
54,1,0,2,2,2,1,4,1,3,9231,1642,0.416,4676,0.659,0.178
47,2,3,2,1,3,1,3,3,3,21359,0,0.551,2064,0.853,0
30,2,0,2,1,5,1,3,1,4,9007,1965,0.698,1925,0.448,0.218
35,2,2,3,1,5,1,3,3,4,2944,1596,0.737,2070,0.467,0.542
30,2,1,4,2,3,1,3,3,3,21590,2517,0.813,2567,0.795,0.117
32,2,3,1,1,2,1,2,2,2,3264,0,0.549,6439,0.75,0
62,1,0,2,1,1,1,4,2,3,5210,0,0.64,2162,0.161,0
52,2,2,2,1,3,1,4,3,4,31258,1518,0.917,2866,0.893,0.049
41,2,3,6,2,4,1,5,3,2,12420,0,0.709,4422,0.628,0
54,2,1,4,2,5,1,1,3,1,2456,1654,0.565,4468,0.75,0.673
50,2,3,1,1,5,1,1,1,2,34516,1638,0.761,14474,0.833,0.047
51,2,1,1,2,2,3,3,3,3,22722,1790,0.813,15817,0.754,0.079
51,1,1,3,2,2,1,5,3,2,2284,1674,0.784,4885,0.83,0.733
53,2,3,4,2,5,2,4,4,2,34516,1073,0.558,4485,0.755,0.031
50,2,3,2,1,3,1,6,2,4,4514,2016,0.313,4107,0.639,0.447
60,2,0,3,1,4,1,3,3,3,9452,2517,0.73,1825,0.613,0.266
58,1,3,1,2,1,1,1,3,1,2669,2048,0.725,4863,1.135,0.767
56,1,1,1,2,2,1,2,4,3,2339,0,0.493,1542,0.607,0
45,1,3,2,2,2,1,4,2,1,1986,1042,0.593,4303,0.788,0.525
55,2,1,4,2,3,1,5,2,4,10696,1206,0.958,2489,0.9,0.113
43,1,2,5,1,1,1,6,1,1,2837,1807,0.609,4279,0.627,0.637
27,1,1,5,1,1,1,3,2,2,1438.3,990,0.715,3855,1.147,0.688
45,1,2,4,3,2,1,4,3,4,3076,0,0.734,2580,0.429,0
44,1,2,3,2,2,1,5,3,3,1486,849,0.621,2380,0.87,0.571
56,1,1,3,1,2,1,6,3,2,24073,1084,0.847,1341,1.176,0.045
54,1,2,1,1,2,1,3,1,3,7362,1176,0.735,17390,0.688,0.16
39,1,3,2,1,3,1,4,3,2,15370,686,0.81,4106,1.029,0.045
36,2,2,6,2,2,1,3,3,2,11558,0,0.545,2220,0.828,0
58,1,1,4,2,1,1,5,2,2,8513,799,0.451,2119,0.542,0.094
39,2,2,3,2,2,1,4,3,3,6628,1735,0.587,4050,0.935,0.262
43,2,3,4,1,4,1,5,2,3,19044,0,0.721,1780,0.76,0
35,1,4,3,2,1,1,4,2,2,3271,1367,0.704,2464,1,0.418
51,1,1,6,2,1,1,5,3,1,1952,1411,0.642,2452,0.63,0.723
